Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2001,2001,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2002,2002,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2003,2003,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2004,2004,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2005,2005,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2006,2006,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2007,2007,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2008,2008,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2009,2009,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2010,2010,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2011,2011,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2012,2012,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2013,2013,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2014,2014,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2015,2015,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2016,2016,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2017,2017,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2018,2018,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2019,2019,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2020,2020,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2021,2021,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2022,2022,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7006,June,2023,2023,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1961,1961,°c,0.244,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1962,1962,°c,-0.084,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1963,1963,°c,-0.212,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1964,1964,°c,-0.613,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1965,1965,°c,-0.212,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1966,1966,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1967,1967,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1968,1968,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1969,1969,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1970,1970,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1971,1971,°c,0.188,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1972,1972,°c,-0.012,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1973,1973,°c,0.688,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1974,1974,°c,0.388,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1975,1975,°c,0.288,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1976,1976,°c,-0.613,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1977,1977,°c,-0.012,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1978,1978,°c,0.587,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1979,1979,°c,0.688,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1980,1980,°c,0.887,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1981,1981,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1982,1982,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1983,1983,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1984,1984,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1985,1985,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1986,1986,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1987,1987,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1988,1988,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1989,1989,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1990,1990,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1991,1991,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1992,1992,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1993,1993,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1994,1994,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1995,1995,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1996,1996,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1997,1997,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1998,1998,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,1999,1999,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2000,2000,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2001,2001,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2002,2002,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2003,2003,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2004,2004,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2005,2005,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2006,2006,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2007,2007,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2008,2008,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2009,2009,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2010,2010,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2011,2011,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2012,2012,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2013,2013,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2014,2014,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2015,2015,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2016,2016,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2017,2017,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2018,2018,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2019,2019,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2020,2020,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2021,2021,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2022,2022,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7007,July,2023,2023,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1961,1961,°c,0.318,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1962,1962,°c,-0.693,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1963,1963,°c,-0.333,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1964,1964,°c,-0.042,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1965,1965,°c,0.158,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1966,1966,°c,0.162,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1967,1967,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1968,1968,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1969,1969,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1970,1970,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1971,1971,°c,-0.042,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1972,1972,°c,-0.242,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1973,1973,°c,0.458,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1974,1974,°c,-0.142,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1975,1975,°c,0.258,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1976,1976,°c,-0.942,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1977,1977,°c,0.058,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1978,1978,°c,0.558,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1979,1979,°c,0.358,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1980,1980,°c,0.658,E,Estimated value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1981,1981,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1982,1982,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1983,1983,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1984,1984,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1985,1985,°c,,O,Missing value
ET,Temperature change on land,796,Turks and Caicos Islands,7271,Temperature change,7008,August,1986,1986,°c,,O,Missing value
